NC_006088.5	28292592	28323762	23	2.9633
NC_006088.5	84102463	84149477	25	9.4969
NC_006088.5	194080185	194140158	34	9.4122
NC_006090.5	105045688	105147834	103	2.2169
NC_006090.5	105148839	105174448	8	9.3167
NC_006091.5	86422136	86469186	48	2.3751
NC_006094.5	0	17610	9	10.2125
NC_006095.5	186865	211717	11	8.0908
NC_006099.5	2438530	2499951	44	1.5232
NC_006099.5	2438530	2499951	44	1.5232
NC_006099.5	2500953	2509966	10	7.6676
NC_006100.5	1023862	1090333	50	3.2355
NC_006100.5	1023862	1090333	50	3.2355
NC_006100.5	1023862	1090333	50	3.2355
NC_006100.5	1091421	1223883	91	4.3826
NC_006100.5	1091421	1223883	91	4.3826
NC_006100.5	1091421	1223883	91	4.3826
NC_006100.5	1091421	1223883	91	4.3826
NC_006100.5	1091421	1223883	91	4.3826
NC_006100.5	1091421	1223883	91	4.3826
NC_006100.5	1091421	1223883	91	4.3826
NC_006100.5	1226205	1280771	39	3.1874
NC_006100.5	1226205	1280771	39	3.1874
NC_006100.5	2507882	2590755	76	2.0491
NC_006100.5	2507882	2590755	76	2.0491
NC_006100.5	2507882	2590755	76	2.0491
NC_006100.5	2507882	2590755	76	2.0491
NC_006100.5	2507882	2590755	76	2.0491
NC_006100.5	2507882	2590755	76	2.0491
NC_006100.5	2507882	2590755	76	2.0491
NC_006100.5	2507882	2590755	76	2.0491
NC_006114.5	553324	586577	19	2.3729
NC_006114.5	588988	687813	34	3.0541
NC_006114.5	689745	713866	12	2.531
NC_006114.5	714867	888872	55	1.7937
NC_006114.5	714867	888872	55	1.7937
NC_006114.5	1790904	1868108	28	7.8343
NC_006114.5	1869634	1921159	29	2.5445
NC_006114.5	1869634	1921159	29	2.5445
NC_006126.5	0	56261	53	6.4948
NC_006126.5	0	56261	53	6.4948
NC_006126.5	57264	61470	5	4.5806
NC_006126.5	62508	102652	38	6.3462
NC_006126.5	62508	102652	38	6.3462
NC_006126.5	103652	108840	6	4.0289
NC_006126.5	103652	108840	6	4.0289
NC_006126.5	109862	182987	69	6.3326
NC_006126.5	109862	182987	69	6.3326
NC_006126.5	109862	182987	69	6.3326
NC_006126.5	109862	182987	69	6.3326
NC_006126.5	183996	190173	7	2.8854
NC_006126.5	191221	368199	121	6.0372
NC_006126.5	191221	368199	121	6.0372
NC_006126.5	369318	373363	5	1.8259
NC_006126.5	374368	588227	194	6.0783
NC_006126.5	374368	588227	194	6.0783
NC_006126.5	374368	588227	194	6.0783
NC_006126.5	374368	588227	194	6.0783
NC_006126.5	589434	592585	4	2.5236
NC_006126.5	593799	620336	26	6.2421
NC_006126.5	621620	626932	6	2.0963
NC_006126.5	627961	747078	109	6.3067
NC_006126.5	748086	755522	8	3.0528
NC_006126.5	748086	755522	8	3.0528
NC_006126.5	756624	787249	29	6.4543
NC_006126.5	788264	795294	8	2.1928
NC_006126.5	796353	957849	148	6.0712
NC_006126.5	796353	957849	148	6.0712
NC_006126.5	796353	957849	148	6.0712
NC_006126.5	796353	957849	148	6.0712
NC_006126.5	796353	957849	148	6.0712
NC_006126.5	959039	965042	7	2.0261
NC_006126.5	966068	1003855	35	6.0256
NC_006126.5	966068	1003855	35	6.0256
NC_006126.5	1004939	1010184	6	2.404
