scaf	base	mean_MvF_dif	Pvalue
NC_004299.1	0	0.4362637362637365	0.03296703296703297
NC_004299.1	10000	-0.37362637362637363	0.004995004995004995
NC_042285.1	0	0.05934065934065935	0.3726273726273726
NC_042285.1	10000	0.20934065934065949	0.37362637362637363
NC_042285.1	20000	0.06813186813186811	0.24975024975024976
NC_042285.1	30000	0	1
NC_042285.1	40000	0	1
NC_042285.1	50000	0.013186813186813189	0.0999000999000999
NC_042285.1	60000	-0.019230769230769162	0.46353646353646355
NC_042285.1	70000	0.00659340659340657	0.4225774225774226
NC_042285.1	80000	0	1
NC_042285.1	90000	0	1
NC_042285.1	100000	-0.003296703296703299	0.2817182817182817
NC_042285.1	110000	0.34065934065934067	0.04295704295704296
NC_042285.1	120000	0.5065934065934067	0.04095904095904096
NC_042285.1	130000	0.01263736263736262	0.18681318681318682
NC_042285.1	140000	0.005494505494505496	0.2037962037962038
NC_042285.1	150000	0	1
NC_042285.1	160000	0	1
NC_042285.1	170000	0.06208791208791209	0.15284715284715283
NC_042285.1	180000	0.003296703296703285	0.45754245754245754
NC_042285.1	190000	0.0049450549450549275	0.38961038961038963
NC_042285.1	200000	0	1
NC_042285.1	210000	0.0461538461538461	0.17782217782217782
NC_042285.1	220000	-0.00879120879120876	0.41358641358641357
NC_042285.1	230000	0.1296703296703296	0.007992007992007992
NC_042285.1	240000	0.08461538461538454	0.24675324675324675
NC_042285.1	250000	0.0824175824175824	0.14985014985014986
NC_042285.1	260000	0.0565934065934065	0.32867132867132864
NC_042285.1	270000	0.1681318681318681	0.27972027972027974
NC_042285.1	280000	0.19340659340659339	0.24775224775224775
NC_042285.1	290000	0.0598901098901099	0.3106893106893107
NC_042285.1	300000	-0.009340659340659307	0.37362637362637363
NC_042285.1	310000	0.08791208791208793	0.07192807192807193
NC_042285.1	320000	0.04670329670329665	0.3306693306693307
NC_042285.1	330000	0.09670329670329669	0.23876123876123875
NC_042285.1	340000	0.12252747252747254	0.06793206793206794
NC_042285.1	350000	0	1
NC_042285.1	360000	0	1
NC_042285.1	370000	0	1
NC_042285.1	380000	0	1
NC_042285.1	390000	0	1
NC_042285.1	400000	0	1
NC_042285.1	410000	0	1
NC_042285.1	420000	0.06208791208791209	0.12687312687312688
NC_042285.1	430000	0.029120879120879017	0.4145854145854146
NC_042285.1	440000	0.0027472527472527375	0.45354645354645357
NC_042285.1	450000	0.014285714285714235	0.3866133866133866
NC_042285.1	460000	5.494505494505475e-4	0.4565434565434565
NC_042285.1	470000	0.12307692307692308	0.03396603396603397
NC_042285.1	480000	0.03791208791208789	0.2947052947052947
NC_042285.1	490000	-0.0038461538461538602	0.37462537462537465
NC_042285.1	500000	0.029670329670329787	0.34765234765234765
NC_042285.1	510000	0.31978021978021975	0.001998001998001998
NC_042285.1	520000	0.013736263736263687	0.4515484515484515
NC_042285.1	530000	0.029120879120879017	0.3706293706293706
NC_042285.1	540000	0.07472527472527468	0.1998001998001998
NC_042285.1	550000	-0.20934065934065949	0.053946053946053944
NC_042285.1	560000	0.3285714285714283	0.060939060939060936
NC_042285.1	570000	0.03901098901098898	0.22277722277722278
NC_042285.1	580000	0.07472527472527474	0.025974025974025976
NC_042285.1	590000	0.08846153846153848	0.20679320679320679
NC_042285.1	600000	-0.03076923076923077	0.22677322677322678
NC_042285.1	610000	0.08681318681318695	0.2837162837162837
NC_042285.1	620000	-0.05824175824175826	0.24675324675324675
NC_042285.1	630000	0.0038461538461538464	0.2907092907092907
NC_042285.1	640000	0.023076923076923106	0.36363636363636365
NC_042285.1	650000	0	1
NC_042285.1	660000	0	1
NC_042285.1	670000	0	1
NC_042285.1	680000	0.014285714285714287	9.99000999000999e-4
NC_042285.1	690000	0.03956043956043953	0.07692307692307693
NC_042285.1	700000	0.06703296703296702	0.2177822177822178
NC_042285.1	710000	0.09175824175824165	0.03496503496503497
NC_042285.1	720000	0.18351648351648353	0.08891108891108891
NC_042285.1	730000	0.04615384615384621	0.35864135864135865
NC_042285.1	740000	0.12637362637362637	0.2217782217782218
NC_042285.1	750000	0.010989010989011061	0.43456543456543456
NC_042285.1	760000	0.5	0.026973026973026972
NC_042285.1	770000	0.1912087912087912	0.07792207792207792
NC_042285.1	780000	0.13681318681318677	0.16283716283716285
NC_042285.1	790000	0.2510989010989011	0.13286713286713286
NC_042285.1	800000	0.24175824175824134	0.1068931068931069
NC_042285.1	810000	0.15054945054945046	0.03896103896103896
NC_042285.1	820000	0.10659340659340666	0.26873126873126874
NC_042285.1	830000	0.03901098901098887	0.37962037962037964
NC_042285.1	840000	0.034065934065934056	0.2007992007992008
NC_042285.1	850000	0.18791208791208813	0.14085914085914086
NC_042285.1	860000	0.0769230769230771	0.30569430569430567
NC_042285.1	870000	0.18626373626373605	0.18281718281718282
NC_042285.1	880000	0.18296703296703298	0.1038961038961039
NC_042285.1	890000	0.2945054945054948	0.02097902097902098
NC_042285.1	900000	0.34890109890109877	0.025974025974025976
NC_042285.1	910000	0.2038461538461538	0.06293706293706294
NC_042285.1	920000	0.1670329670329671	0.09090909090909091
NC_042285.1	930000	0.3604395604395605	0.004995004995004995
NC_042285.1	940000	0.19835164835164854	0.03196803196803197
NC_042285.1	950000	0.2478021978021978	0.12387612387612387
NC_042285.1	960000	0.1071428571428572	0.2177822177822178
NC_042285.1	970000	-0.010439560439560458	0.31368631368631367
NC_042285.1	980000	0.5065934065934066	0.006993006993006993
NC_042285.1	990000	0.007692307692307665	0.48151848151848153
NC_042285.1	1000000	0.15054945054945046	0.1928071928071928
NC_042285.1	1010000	0.08901098901098892	0.18281718281718282
NC_042285.1	1020000	0.18241758241758244	0.12787212787212787
NC_042285.1	1030000	0.20659340659340653	0.022977022977022976
NC_042285.1	1040000	0.4406593406593404	0.01098901098901099
NC_042285.1	1050000	0.38516483516483513	0.015984015984015984
NC_042285.1	1060000	0.3802197802197802	0.013986013986013986
NC_042285.1	1070000	0.06868131868131844	0.3436563436563437
NC_042285.1	1080000	0.2291208791208792	0.03296703296703297
NC_042285.1	1090000	0.10769230769230775	0.11388611388611389
NC_042285.1	1100000	0.29175824175824183	0.03996003996003996
NC_042285.1	1110000	0.3214285714285712	0.012987012987012988
NC_042285.1	1120000	0.13076923076923075	0.08791208791208792
NC_042285.1	1130000	0.07747252747252747	0.02097902097902098
NC_042285.1	1140000	0.3791208791208791	0.04795204795204795
NC_042285.1	1150000	0.05274725274725256	0.3696303696303696
NC_042285.1	1160000	-0.05054945054945059	0.25374625374625376
NC_042285.1	1170000	0	1
NC_042285.1	1180000	0	1
NC_042285.1	1190000	0	1
NC_042285.1	1200000	0	1
NC_042285.1	1210000	0.07692307692307687	0.06993006993006994
NC_042285.1	1220000	0.1824175824175822	0.10989010989010989
NC_042285.1	1230000	0.00879120879120876	0.4075924075924076
NC_042285.1	1240000	0.18626373626373627	0.008991008991008992
NC_042285.1	1250000	0.7906593406593405	9.99000999000999e-4
NC_042285.1	1260000	0.15879120879120867	0.13986013986013987
NC_042285.1	1270000	0.3120879120879121	0.04995004995004995
NC_042285.1	1280000	0.3340659340659342	0.06993006993006994
NC_042285.1	1290000	0.03076923076923066	0.3986013986013986
NC_042285.1	1300000	0.23461538461538467	0.14885114885114886
NC_042285.1	1310000	0.3934065934065938	0.013986013986013986
NC_042285.1	1320000	0.14670329670329707	0.13486513486513488
NC_042285.1	1330000	0.4181318681318684	0.07392607392607392
NC_042285.1	1340000	-0.10219780219780228	0.34665334665334663
NC_042285.1	1350000	-0.11538461538461542	0.1028971028971029
NC_042285.1	1360000	0.13626373626373622	0.22377622377622378
NC_042285.1	1370000	0.4368131868131866	0.023976023976023976
NC_042285.1	1380000	0.3076923076923075	0.05094905094905095
NC_042285.1	1390000	0.23406593406593412	0.12687312687312688
NC_042285.1	1400000	0.5263736263736272	0.03896103896103896
NC_042285.1	1410000	0.5104395604395604	0.01998001998001998
NC_042285.1	1420000	0.35549450549450556	0.008991008991008992
NC_042285.1	1430000	0.4549450549450551	0.024975024975024976
NC_042285.1	1440000	0.49945054945054945	0.005994005994005994
NC_042285.1	1450000	0.37252747252747254	0.030969030969030968
NC_042285.1	1460000	0.3593406593406594	0.004995004995004995
NC_042285.1	1470000	0.20439560439560456	0.08791208791208792
NC_042285.1	1480000	0.342307692307692	0.13686313686313686
NC_042285.1	1490000	0.4192307692307691	0.014985014985014986
NC_042285.1	1500000	0.34450549450549417	0.007992007992007992
NC_042285.1	1510000	0.3263736263736263	0.02197802197802198
NC_042285.1	1520000	0.21153846153846145	0.07092907092907093
NC_042285.1	1530000	0.29780219780219763	0.07892107892107893
NC_042285.1	1540000	0.5972527472527474	0.057942057942057944
NC_042285.1	1550000	0.4840659340659341	0.056943056943056944
NC_042285.1	1560000	0.3329670329670331	0.022977022977022976
NC_042285.1	1570000	0.2236263736263735	0.1088911088911089
NC_042285.1	1580000	0.5631868131868134	9.99000999000999e-4
NC_042285.1	1590000	0.36208791208791213	0.057942057942057944
NC_042285.1	1600000	0.8236263736263734	0.005994005994005994
NC_042285.1	1610000	0.2142857142857144	0.18981018981018982
NC_042285.1	1620000	0.4851648351648352	0.02197802197802198
NC_042285.1	1630000	0.2835164835164834	0.05194805194805195
NC_042285.1	1640000	0.6648351648351651	0.004995004995004995
NC_042285.1	1650000	0.48186813186813193	0.03696303696303696
NC_042285.1	1660000	0.0439560439560438	0.44955044955044954
NC_042285.1	1670000	0.42582417582417564	0.06993006993006994
NC_042285.1	1680000	0.520879120879121	0.001998001998001998
NC_042285.1	1690000	0.43021978021978	0.029970029970029972
NC_042285.1	1700000	0.10714285714285676	0.23076923076923078
NC_042285.1	1710000	0.6373626373626373	0.004995004995004995
NC_042285.1	1720000	0.6137362637362638	0.00999000999000999
NC_042285.1	1730000	0.7153846153846151	0.015984015984015984
NC_042285.1	1740000	0.29450549450549435	0.10589410589410589
NC_042285.1	1750000	0.49725274725274726	0.013986013986013986
NC_042285.1	1760000	0.5796703296703294	0.030969030969030968
NC_042285.1	1770000	0.5868131868131865	0.017982017982017984
NC_042285.1	1780000	0.47912087912087875	0.004995004995004995
NC_042285.1	1790000	0.0978021978021979	0.3036963036963037
NC_042285.1	1800000	-0.009340659340659307	0.45354645354645357
NC_042285.1	1810000	0.10879120879120885	0.32667332667332666
NC_042285.1	1820000	0.4582417582417584	0.01098901098901099
NC_042285.1	1830000	0.21373626373626387	0.1888111888111888
NC_042285.1	1840000	0.34450549450549417	0.08391608391608392
NC_042285.1	1850000	0.17362637362637368	0.05194805194805195
NC_042285.1	1860000	0.19065934065934065	0.2047952047952048
NC_042285.1	1870000	0.21373626373626364	0.030969030969030968
NC_042285.1	1880000	0	1
NC_042285.1	1890000	0	1
NC_042285.1	1900000	0	1
NC_042285.1	1910000	0.0071428571428571435	9.99000999000999e-4
NC_042285.1	1920000	0.040659340659340626	0.09490509490509491
NC_042285.1	1930000	-0.04010989010989008	0.29270729270729273
NC_042285.1	1940000	-0.0703296703296703	0.33766233766233766
NC_042285.1	1950000	-0.19065934065934065	0.1088911088911089
NC_042285.1	1960000	0.25659340659340657	0.01898101898101898
NC_042285.1	1970000	0.01318681318681314	0.47952047952047955
NC_042285.1	1980000	0.0703296703296703	0.29270729270729273
NC_042285.1	1990000	0.10329670329670337	0.34265734265734266
NC_042285.1	2000000	0.15274725274725265	0.11788211788211789
NC_042285.1	2010000	0.03131868131868165	0.43456543456543456
NC_042285.1	2020000	0.30164835164835146	0.027972027972027972
NC_042285.1	2030000	0.1521978021978021	0.23176823176823177
NC_042285.1	2040000	-0.09945054945054932	0.3076923076923077
NC_042285.1	2050000	0.49340659340659343	0.0939060939060939
NC_042285.1	2060000	0.21373626373626387	0.2127872127872128
NC_042285.1	2070000	0.33516483516483486	0.024975024975024976
NC_042285.1	2080000	0.17582417582417564	0.17282717282717283
NC_042285.1	2090000	0.37582417582417627	0.06593406593406594
NC_042285.1	2100000	0.17582417582417587	0.03196803196803197
NC_042285.1	2110000	0.32307692307692326	0.04495504495504495
NC_042285.1	2120000	-0.036813186813186904	0.36063936063936064
NC_042285.1	2130000	0.3708791208791211	0.014985014985014986
NC_042285.1	2140000	0.3060439560439563	0.11688311688311688
NC_042285.1	2150000	0.08681318681318673	0.14785214785214784
NC_042285.1	2160000	0.026923076923076827	0.42357642357642356
NC_042285.1	2170000	0.18021978021978025	0.04895104895104895
NC_042285.1	2180000	0.10219780219780228	0.14785214785214784
NC_042285.1	2190000	0.2868131868131871	0.12187812187812187
NC_042285.1	2200000	-0.19065934065934087	0.23576423576423577
NC_042285.1	2210000	0.19120879120879097	0.22777222777222778
NC_042285.1	2220000	0.1302197802197802	0.20679320679320679
NC_042285.1	2230000	0.3752747252747255	0.015984015984015984
NC_042285.1	2240000	0.054395604395604424	0.24375624375624375
NC_042285.1	2250000	0	1
NC_042285.1	2260000	0	1
NC_042285.1	2270000	0.18241758241758244	0.006993006993006993
NC_042285.1	2280000	0.26208791208791204	0.028971028971028972
NC_042285.1	2290000	0.3362637362637364	0.026973026973026972
NC_042285.1	2300000	0.28296703296703285	0.03396603396603397
NC_042285.1	2310000	0.21043956043956058	0.13786213786213786
NC_042285.1	2320000	-0.03406593406593407	0.015984015984015984
NC_042285.1	2330000	0	1
NC_042285.1	2340000	0	1
NC_042285.1	2350000	0	1
NC_042285.1	2360000	0.04395604395604402	0.3986013986013986
NC_042285.1	2370000	0.00659340659340657	0.4755244755244755
NC_042285.1	2380000	0.35879120879120885	0.030969030969030968
NC_042285.1	2390000	0.4137362637362636	0.06293706293706294
NC_042285.1	2400000	0.4461538461538459	0.04095904095904096
NC_042285.1	2410000	0.27692307692307705	0.006993006993006993
NC_042285.1	2420000	0.38901098901098896	0.04895104895104895
NC_042285.1	2430000	0.1417582417582418	0.030969030969030968
NC_042285.1	2440000	0.24120879120879124	0.03496503496503497
NC_042285.1	2450000	0.17857142857142883	0.07492507492507493
NC_042285.1	2460000	0.06098901098901077	0.33966033966033965
NC_042285.1	2470000	0.27142857142857135	0.1068931068931069
NC_042285.1	2480000	0.38901098901098896	0.012987012987012988
NC_042285.1	2490000	-0.017032967032966972	0.43356643356643354
NC_042285.1	2500000	0.02857142857142847	0.4205794205794206
NC_042285.1	2510000	0.20989010989011003	0.11388611388611389
NC_042285.1	2520000	0.05934065934065935	0.3176823176823177
NC_042285.1	2530000	0.13736263736263732	0.18081918081918083
NC_042285.1	2540000	0.19285714285714262	0.24475524475524477
NC_042285.1	2550000	0.35659340659340666	0.011988011988011988
